,Track,Track Name,Mean Played/s,Mean Not Played/s,Played Sum,Not Played Sum,Played Size,Length seconds,Tempo,Wave Size,Sampling Rate,File Size MB,MB / s,Notes / Tempo,Label
0,Melechesh,examples\test\Tempest-Temper-Enlil-Enraged.wav,1.7083333333333333,10.291666666666666,205,1235,120,120,123.046875,2646000,22050,11.96605110168457,0.09971709251403808,1.666031746031746,0
