,Track,Track Name,Mean Played/s,Mean Not Played/s,Played Sum,Not Played Sum,Played Size,Length seconds,Tempo,Wave Size,Sampling Rate,File Size MB,MB / s,Notes / Tempo,Label
0,Hawk-Java,resultsDir/Hawk-Java-mock-signal.wav,3.0,9.0,3,9,1,1,0,33946,22050,0.0059146881103515625,0.0059146881103515625,0,1
