,Track,Track Name,Mean Played/s,Mean Not Played/s,Played Sum,Not Played Sum,Played Size,Length seconds,Tempo,Wave Size,Sampling Rate,File Size MB,MB / s,Notes / Tempo,Label
0,Goat-Java,resultsDir/Goat-Java-mock-signal.wav,3.2,8.8,112,308,35,35,0,771905,22050,0.13358306884765625,0.003816659109933036,0,1
