,Track,Track Name,Mean Played/s,Mean Not Played/s,Played Sum,Not Played Sum,Played Size,Length seconds,Tempo,Wave Size,Sampling Rate,File Size MB,MB / s,Notes / Tempo,Label
0,Backdoor1-Python,resultsDir/Backdoor1-Python-mock-signal.wav,1.0,11.0,2,22,2,2,0,62711,22050,0.010890960693359375,0.0054454803466796875,0,1
